Timestamp,Duration,Reason,Location,Date,Hour,DayOfWeek
2025-08-15 03:00:00,4,Other,P4,2025-08-15,3,Friday
2025-08-15 03:00:00,3,Exit Barrier,P2,2025-08-15,3,Friday
2025-08-15 03:00:00,9,Entry Problem,P2,2025-08-15,3,Friday
2025-08-15 03:00:00,3,Other,P4,2025-08-15,3,Friday
2025-08-15 03:00:00,7,Other,P1,2025-08-15,3,Friday
2025-08-15 03:00:00,7,Payment Issue,P3,2025-08-15,3,Friday
2025-08-15 04:00:00,6,Entry Problem,P5,2025-08-15,4,Friday
2025-08-15 04:00:00,4,Technical Malfunction,P1,2025-08-15,4,Friday
2025-08-15 04:00:00,3,Lost Ticket,P4,2025-08-15,4,Friday
2025-08-15 04:00:00,6,Payment Issue,P4,2025-08-15,4,Friday
2025-08-15 04:00:00,7,Information Request,P2,2025-08-15,4,Friday
2025-08-15 04:00:00,3,Other,P4,2025-08-15,4,Friday
2025-08-15 04:00:00,6,Exit Barrier,P5,2025-08-15,4,Friday
2025-08-15 04:00:00,5,Exit Barrier,P3,2025-08-15,4,Friday
2025-08-15 04:00:00,3,Payment Issue,P1,2025-08-15,4,Friday
2025-08-15 04:00:00,2,Payment Issue,P3,2025-08-15,4,Friday
2025-08-15 04:00:00,1,Information Request,P1,2025-08-15,4,Friday
2025-08-15 04:00:00,5,Other,P1,2025-08-15,4,Friday
2025-08-15 04:00:00,9,Payment Issue,P1,2025-08-15,4,Friday
2025-08-15 04:00:00,1,Information Request,P3,2025-08-15,4,Friday
2025-08-15 05:00:00,3,Exit Barrier,P3,2025-08-15,5,Friday
2025-08-15 05:00:00,6,Other,P4,2025-08-15,5,Friday
2025-08-15 05:00:00,2,Payment Issue,P2,2025-08-15,5,Friday
2025-08-15 05:00:00,5,Information Request,P1,2025-08-15,5,Friday
2025-08-15 05:00:00,6,Payment Issue,P2,2025-08-15,5,Friday
2025-08-15 05:00:00,1,Technical Malfunction,P5,2025-08-15,5,Friday
2025-08-15 05:00:00,9,Payment Issue,P1,2025-08-15,5,Friday
2025-08-15 05:00:00,9,Payment Issue,P2,2025-08-15,5,Friday
2025-08-15 05:00:00,7,Exit Barrier,P4,2025-08-15,5,Friday
2025-08-15 06:00:00,7,Technical Malfunction,P2,2025-08-15,6,Friday
2025-08-15 06:00:00,1,Information Request,P4,2025-08-15,6,Friday
2025-08-15 06:00:00,9,Other,P3,2025-08-15,6,Friday
2025-08-15 06:00:00,1,Payment Issue,P4,2025-08-15,6,Friday
2025-08-15 06:00:00,6,Information Request,P3,2025-08-15,6,Friday
2025-08-15 06:00:00,9,Payment Issue,P2,2025-08-15,6,Friday
2025-08-15 06:00:00,7,Technical Malfunction,P4,2025-08-15,6,Friday
2025-08-15 06:00:00,6,Technical Malfunction,P2,2025-08-15,6,Friday
2025-08-15 06:00:00,9,Information Request,P1,2025-08-15,6,Friday
2025-08-15 06:00:00,3,Payment Issue,P1,2025-08-15,6,Friday
2025-08-15 07:00:00,4,Lost Ticket,P1,2025-08-15,7,Friday
2025-08-15 07:00:00,3,Entry Problem,P2,2025-08-15,7,Friday
2025-08-15 07:00:00,7,Payment Issue,P3,2025-08-15,7,Friday
2025-08-15 07:00:00,4,Technical Malfunction,P2,2025-08-15,7,Friday
2025-08-15 07:00:00,4,Exit Barrier,P1,2025-08-15,7,Friday
2025-08-15 07:00:00,1,Information Request,P1,2025-08-15,7,Friday
2025-08-15 07:00:00,9,Exit Barrier,P3,2025-08-15,7,Friday
2025-08-15 07:00:00,1,Payment Issue,P4,2025-08-15,7,Friday
2025-08-15 07:00:00,4,Exit Barrier,P2,2025-08-15,7,Friday
2025-08-15 07:00:00,3,Entry Problem,P2,2025-08-15,7,Friday
2025-08-15 07:00:00,8,Information Request,P2,2025-08-15,7,Friday
2025-08-15 07:00:00,3,Entry Problem,P1,2025-08-15,7,Friday
2025-08-15 07:00:00,3,Information Request,P2,2025-08-15,7,Friday
2025-08-15 07:00:00,1,Exit Barrier,P1,2025-08-15,7,Friday
2025-08-15 07:00:00,7,Exit Barrier,P5,2025-08-15,7,Friday
2025-08-15 07:00:00,2,Payment Issue,P3,2025-08-15,7,Friday
2025-08-15 08:00:00,4,Exit Barrier,P2,2025-08-15,8,Friday
2025-08-15 08:00:00,3,Technical Malfunction,P2,2025-08-15,8,Friday
2025-08-15 08:00:00,4,Payment Issue,P3,2025-08-15,8,Friday
2025-08-15 08:00:00,5,Information Request,P1,2025-08-15,8,Friday
2025-08-15 08:00:00,1,Technical Malfunction,P2,2025-08-15,8,Friday
2025-08-15 08:00:00,3,Entry Problem,P2,2025-08-15,8,Friday
2025-08-15 08:00:00,9,Technical Malfunction,P4,2025-08-15,8,Friday
2025-08-15 08:00:00,2,Other,P1,2025-08-15,8,Friday
2025-08-15 08:00:00,5,Entry Problem,P3,2025-08-15,8,Friday
2025-08-15 08:00:00,9,Entry Problem,P1,2025-08-15,8,Friday
2025-08-15 09:00:00,3,Exit Barrier,P3,2025-08-15,9,Friday
2025-08-15 09:00:00,9,Information Request,P1,2025-08-15,9,Friday
2025-08-15 09:00:00,9,Payment Issue,P2,2025-08-15,9,Friday
2025-08-15 09:00:00,4,Information Request,P3,2025-08-15,9,Friday
2025-08-15 09:00:00,7,Information Request,P1,2025-08-15,9,Friday
2025-08-15 09:00:00,4,Payment Issue,P3,2025-08-15,9,Friday
2025-08-15 09:00:00,6,Payment Issue,P1,2025-08-15,9,Friday
2025-08-15 09:00:00,4,Information Request,P1,2025-08-15,9,Friday
2025-08-15 09:00:00,7,Lost Ticket,P2,2025-08-15,9,Friday
2025-08-15 09:00:00,6,Other,P3,2025-08-15,9,Friday
2025-08-15 09:00:00,5,Payment Issue,P1,2025-08-15,9,Friday
2025-08-15 09:00:00,4,Information Request,P2,2025-08-15,9,Friday
2025-08-15 09:00:00,5,Lost Ticket,P1,2025-08-15,9,Friday
2025-08-15 09:00:00,6,Technical Malfunction,P3,2025-08-15,9,Friday
2025-08-15 09:00:00,6,Payment Issue,P2,2025-08-15,9,Friday
2025-08-15 09:00:00,8,Entry Problem,P1,2025-08-15,9,Friday
2025-08-15 10:00:00,1,Other,P1,2025-08-15,10,Friday
2025-08-15 10:00:00,5,Lost Ticket,P1,2025-08-15,10,Friday
2025-08-15 10:00:00,1,Information Request,P1,2025-08-15,10,Friday
2025-08-15 10:00:00,7,Payment Issue,P3,2025-08-15,10,Friday
2025-08-15 10:00:00,5,Information Request,P1,2025-08-15,10,Friday
2025-08-15 10:00:00,2,Other,P3,2025-08-15,10,Friday
2025-08-15 10:00:00,1,Exit Barrier,P3,2025-08-15,10,Friday
2025-08-15 10:00:00,6,Information Request,P2,2025-08-15,10,Friday
2025-08-15 10:00:00,9,Payment Issue,P5,2025-08-15,10,Friday
2025-08-15 10:00:00,3,Exit Barrier,P2,2025-08-15,10,Friday
2025-08-15 10:00:00,3,Other,P2,2025-08-15,10,Friday
2025-08-15 10:00:00,3,Entry Problem,P3,2025-08-15,10,Friday
2025-08-15 10:00:00,6,Payment Issue,P2,2025-08-15,10,Friday
2025-08-15 10:00:00,5,Payment Issue,P5,2025-08-15,10,Friday
2025-08-15 10:00:00,9,Exit Barrier,P1,2025-08-15,10,Friday
2025-08-15 10:00:00,3,Payment Issue,P1,2025-08-15,10,Friday
2025-08-15 11:00:00,8,Lost Ticket,P1,2025-08-15,11,Friday
2025-08-15 11:00:00,4,Other,P2,2025-08-15,11,Friday
2025-08-15 11:00:00,2,Lost Ticket,P1,2025-08-15,11,Friday
2025-08-15 11:00:00,5,Entry Problem,P1,2025-08-15,11,Friday
2025-08-15 11:00:00,8,Information Request,P1,2025-08-15,11,Friday
2025-08-15 11:00:00,7,Other,P5,2025-08-15,11,Friday
2025-08-15 11:00:00,5,Technical Malfunction,P1,2025-08-15,11,Friday
2025-08-15 11:00:00,5,Lost Ticket,P1,2025-08-15,11,Friday
2025-08-15 11:00:00,6,Entry Problem,P3,2025-08-15,11,Friday
2025-08-15 11:00:00,8,Payment Issue,P4,2025-08-15,11,Friday
2025-08-15 11:00:00,9,Entry Problem,P3,2025-08-15,11,Friday
2025-08-15 12:00:00,6,Entry Problem,P2,2025-08-15,12,Friday
2025-08-15 12:00:00,1,Technical Malfunction,P2,2025-08-15,12,Friday
2025-08-15 12:00:00,4,Information Request,P3,2025-08-15,12,Friday
2025-08-15 12:00:00,3,Technical Malfunction,P1,2025-08-15,12,Friday
2025-08-15 12:00:00,8,Payment Issue,P1,2025-08-15,12,Friday
2025-08-15 12:00:00,6,Entry Problem,P1,2025-08-15,12,Friday
2025-08-15 12:00:00,7,Payment Issue,P1,2025-08-15,12,Friday
2025-08-15 12:00:00,9,Lost Ticket,P4,2025-08-15,12,Friday
2025-08-15 12:00:00,1,Technical Malfunction,P2,2025-08-15,12,Friday
2025-08-15 12:00:00,2,Technical Malfunction,P1,2025-08-15,12,Friday
2025-08-15 12:00:00,3,Information Request,P2,2025-08-15,12,Friday
2025-08-15 12:00:00,2,Other,P3,2025-08-15,12,Friday
2025-08-15 13:00:00,7,Payment Issue,P1,2025-08-15,13,Friday
2025-08-15 13:00:00,9,Entry Problem,P2,2025-08-15,13,Friday
2025-08-15 13:00:00,8,Exit Barrier,P4,2025-08-15,13,Friday
2025-08-15 13:00:00,1,Lost Ticket,P2,2025-08-15,13,Friday
2025-08-15 13:00:00,5,Other,P4,2025-08-15,13,Friday
2025-08-15 13:00:00,5,Payment Issue,P5,2025-08-15,13,Friday
2025-08-15 13:00:00,5,Entry Problem,P4,2025-08-15,13,Friday
2025-08-15 13:00:00,6,Payment Issue,P1,2025-08-15,13,Friday
2025-08-15 13:00:00,6,Information Request,P3,2025-08-15,13,Friday
2025-08-15 13:00:00,4,Information Request,P2,2025-08-15,13,Friday
2025-08-15 14:00:00,1,Information Request,P3,2025-08-15,14,Friday
2025-08-15 14:00:00,5,Information Request,P1,2025-08-15,14,Friday
2025-08-15 14:00:00,8,Payment Issue,P1,2025-08-15,14,Friday
2025-08-15 14:00:00,2,Exit Barrier,P4,2025-08-15,14,Friday
2025-08-15 14:00:00,9,Payment Issue,P1,2025-08-15,14,Friday
2025-08-15 14:00:00,3,Exit Barrier,P2,2025-08-15,14,Friday
2025-08-15 14:00:00,4,Entry Problem,P2,2025-08-15,14,Friday
2025-08-15 14:00:00,6,Exit Barrier,P5,2025-08-15,14,Friday
2025-08-15 14:00:00,3,Other,P3,2025-08-15,14,Friday
2025-08-15 14:00:00,6,Payment Issue,P4,2025-08-15,14,Friday
2025-08-15 14:00:00,5,Information Request,P4,2025-08-15,14,Friday
2025-08-15 14:00:00,2,Entry Problem,P1,2025-08-15,14,Friday
2025-08-15 14:00:00,2,Technical Malfunction,P1,2025-08-15,14,Friday
2025-08-15 14:00:00,8,Information Request,P3,2025-08-15,14,Friday
2025-08-15 14:00:00,5,Other,P3,2025-08-15,14,Friday
2025-08-15 14:00:00,2,Information Request,P3,2025-08-15,14,Friday
2025-08-15 14:00:00,4,Payment Issue,P1,2025-08-15,14,Friday
2025-08-15 14:00:00,9,Payment Issue,P3,2025-08-15,14,Friday
2025-08-15 14:00:00,7,Entry Problem,P3,2025-08-15,14,Friday
2025-08-15 14:00:00,4,Entry Problem,P3,2025-08-15,14,Friday
2025-08-15 14:00:00,3,Information Request,P2,2025-08-15,14,Friday
2025-08-15 14:00:00,5,Information Request,P1,2025-08-15,14,Friday
2025-08-15 14:00:00,4,Payment Issue,P2,2025-08-15,14,Friday
2025-08-15 15:00:00,5,Payment Issue,P3,2025-08-15,15,Friday
2025-08-15 15:00:00,6,Entry Problem,P3,2025-08-15,15,Friday
2025-08-15 15:00:00,2,Entry Problem,P1,2025-08-15,15,Friday
2025-08-15 15:00:00,3,Entry Problem,P3,2025-08-15,15,Friday
2025-08-15 15:00:00,8,Payment Issue,P4,2025-08-15,15,Friday
2025-08-15 15:00:00,8,Technical Malfunction,P2,2025-08-15,15,Friday
2025-08-15 15:00:00,2,Entry Problem,P4,2025-08-15,15,Friday
2025-08-15 15:00:00,6,Other,P1,2025-08-15,15,Friday
2025-08-15 15:00:00,5,Entry Problem,P1,2025-08-15,15,Friday
2025-08-15 15:00:00,6,Entry Problem,P3,2025-08-15,15,Friday
2025-08-15 15:00:00,7,Information Request,P1,2025-08-15,15,Friday
2025-08-15 15:00:00,1,Technical Malfunction,P3,2025-08-15,15,Friday
2025-08-15 16:00:00,8,Entry Problem,P1,2025-08-15,16,Friday
2025-08-15 16:00:00,3,Exit Barrier,P1,2025-08-15,16,Friday
2025-08-15 16:00:00,1,Technical Malfunction,P3,2025-08-15,16,Friday
2025-08-15 16:00:00,8,Payment Issue,P5,2025-08-15,16,Friday
2025-08-15 16:00:00,6,Exit Barrier,P2,2025-08-15,16,Friday
2025-08-15 16:00:00,9,Payment Issue,P1,2025-08-15,16,Friday
2025-08-15 16:00:00,1,Exit Barrier,P1,2025-08-15,16,Friday
2025-08-15 16:00:00,3,Lost Ticket,P1,2025-08-15,16,Friday
2025-08-15 17:00:00,7,Exit Barrier,P5,2025-08-15,17,Friday
2025-08-15 17:00:00,2,Entry Problem,P3,2025-08-15,17,Friday
2025-08-15 17:00:00,6,Exit Barrier,P2,2025-08-15,17,Friday
2025-08-15 17:00:00,1,Technical Malfunction,P3,2025-08-15,17,Friday
2025-08-15 17:00:00,2,Entry Problem,P1,2025-08-15,17,Friday
2025-08-15 17:00:00,5,Information Request,P1,2025-08-15,17,Friday
2025-08-15 17:00:00,1,Exit Barrier,P1,2025-08-15,17,Friday
2025-08-15 17:00:00,9,Exit Barrier,P1,2025-08-15,17,Friday
2025-08-15 17:00:00,4,Payment Issue,P4,2025-08-15,17,Friday
2025-08-15 17:00:00,1,Exit Barrier,P3,2025-08-15,17,Friday
2025-08-15 17:00:00,5,Exit Barrier,P4,2025-08-15,17,Friday
2025-08-15 17:00:00,6,Lost Ticket,P1,2025-08-15,17,Friday
2025-08-15 17:00:00,5,Payment Issue,P1,2025-08-15,17,Friday
2025-08-15 18:00:00,6,Information Request,P3,2025-08-15,18,Friday
2025-08-15 18:00:00,1,Exit Barrier,P4,2025-08-15,18,Friday
2025-08-15 18:00:00,6,Payment Issue,P4,2025-08-15,18,Friday
2025-08-15 18:00:00,3,Information Request,P2,2025-08-15,18,Friday
2025-08-15 18:00:00,5,Information Request,P3,2025-08-15,18,Friday
2025-08-15 18:00:00,6,Technical Malfunction,P2,2025-08-15,18,Friday
2025-08-15 18:00:00,9,Entry Problem,P1,2025-08-15,18,Friday
2025-08-15 18:00:00,7,Entry Problem,P2,2025-08-15,18,Friday
2025-08-15 18:00:00,3,Entry Problem,P3,2025-08-15,18,Friday
2025-08-15 18:00:00,6,Payment Issue,P2,2025-08-15,18,Friday
2025-08-15 18:00:00,7,Technical Malfunction,P2,2025-08-15,18,Friday
2025-08-15 18:00:00,8,Entry Problem,P4,2025-08-15,18,Friday
2025-08-15 18:00:00,7,Entry Problem,P5,2025-08-15,18,Friday
2025-08-15 19:00:00,6,Payment Issue,P1,2025-08-15,19,Friday
2025-08-15 19:00:00,7,Exit Barrier,P3,2025-08-15,19,Friday
2025-08-15 19:00:00,9,Other,P3,2025-08-15,19,Friday
2025-08-15 19:00:00,9,Technical Malfunction,P1,2025-08-15,19,Friday
2025-08-15 19:00:00,1,Exit Barrier,P4,2025-08-15,19,Friday
2025-08-15 19:00:00,1,Technical Malfunction,P2,2025-08-15,19,Friday
2025-08-15 19:00:00,1,Entry Problem,P2,2025-08-15,19,Friday
2025-08-15 19:00:00,5,Lost Ticket,P4,2025-08-15,19,Friday
2025-08-15 19:00:00,4,Other,P2,2025-08-15,19,Friday
2025-08-15 19:00:00,1,Lost Ticket,P3,2025-08-15,19,Friday
2025-08-15 19:00:00,6,Exit Barrier,P4,2025-08-15,19,Friday
2025-08-15 19:00:00,5,Payment Issue,P5,2025-08-15,19,Friday
2025-08-15 20:00:00,6,Lost Ticket,P5,2025-08-15,20,Friday
2025-08-15 20:00:00,3,Other,P2,2025-08-15,20,Friday
2025-08-15 20:00:00,8,Information Request,P4,2025-08-15,20,Friday
2025-08-15 20:00:00,8,Payment Issue,P1,2025-08-15,20,Friday
2025-08-15 20:00:00,4,Payment Issue,P1,2025-08-15,20,Friday
2025-08-15 20:00:00,7,Payment Issue,P2,2025-08-15,20,Friday
2025-08-15 20:00:00,3,Payment Issue,P2,2025-08-15,20,Friday
2025-08-15 20:00:00,6,Technical Malfunction,P3,2025-08-15,20,Friday
2025-08-15 20:00:00,6,Information Request,P4,2025-08-15,20,Friday
2025-08-15 20:00:00,3,Payment Issue,P3,2025-08-15,20,Friday
2025-08-15 20:00:00,3,Payment Issue,P3,2025-08-15,20,Friday
2025-08-15 20:00:00,4,Technical Malfunction,P2,2025-08-15,20,Friday
2025-08-15 20:00:00,2,Entry Problem,P1,2025-08-15,20,Friday
2025-08-15 20:00:00,9,Payment Issue,P1,2025-08-15,20,Friday
2025-08-15 20:00:00,2,Exit Barrier,P1,2025-08-15,20,Friday
2025-08-15 20:00:00,6,Lost Ticket,P1,2025-08-15,20,Friday
2025-08-15 20:00:00,1,Entry Problem,P3,2025-08-15,20,Friday
2025-08-15 20:00:00,5,Information Request,P4,2025-08-15,20,Friday
2025-08-15 20:00:00,8,Payment Issue,P2,2025-08-15,20,Friday
2025-08-15 20:00:00,9,Payment Issue,P2,2025-08-15,20,Friday
2025-08-15 20:00:00,7,Other,P2,2025-08-15,20,Friday
2025-08-15 21:00:00,2,Exit Barrier,P1,2025-08-15,21,Friday
2025-08-15 21:00:00,1,Other,P5,2025-08-15,21,Friday
2025-08-15 21:00:00,5,Technical Malfunction,P1,2025-08-15,21,Friday
2025-08-15 21:00:00,8,Payment Issue,P2,2025-08-15,21,Friday
2025-08-15 21:00:00,9,Information Request,P5,2025-08-15,21,Friday
2025-08-15 21:00:00,1,Lost Ticket,P1,2025-08-15,21,Friday
2025-08-15 21:00:00,7,Payment Issue,P3,2025-08-15,21,Friday
2025-08-15 21:00:00,4,Entry Problem,P5,2025-08-15,21,Friday
2025-08-15 21:00:00,8,Other,P5,2025-08-15,21,Friday
2025-08-15 21:00:00,5,Payment Issue,P4,2025-08-15,21,Friday
2025-08-15 21:00:00,4,Information Request,P5,2025-08-15,21,Friday
2025-08-15 21:00:00,2,Technical Malfunction,P1,2025-08-15,21,Friday
2025-08-15 21:00:00,8,Information Request,P3,2025-08-15,21,Friday
2025-08-15 21:00:00,4,Technical Malfunction,P4,2025-08-15,21,Friday
2025-08-15 21:00:00,5,Payment Issue,P4,2025-08-15,21,Friday
2025-08-15 21:00:00,9,Exit Barrier,P3,2025-08-15,21,Friday
2025-08-15 21:00:00,9,Entry Problem,P3,2025-08-15,21,Friday
2025-08-15 21:00:00,2,Entry Problem,P2,2025-08-15,21,Friday
2025-08-15 21:00:00,9,Entry Problem,P3,2025-08-15,21,Friday
2025-08-15 21:00:00,1,Payment Issue,P2,2025-08-15,21,Friday
2025-08-15 22:00:00,7,Other,P3,2025-08-15,22,Friday
2025-08-15 22:00:00,7,Payment Issue,P3,2025-08-15,22,Friday
2025-08-15 22:00:00,5,Exit Barrier,P2,2025-08-15,22,Friday
2025-08-15 22:00:00,7,Exit Barrier,P2,2025-08-15,22,Friday
2025-08-15 22:00:00,3,Exit Barrier,P3,2025-08-15,22,Friday
2025-08-15 22:00:00,8,Lost Ticket,P5,2025-08-15,22,Friday
2025-08-15 22:00:00,3,Other,P3,2025-08-15,22,Friday
2025-08-15 22:00:00,7,Payment Issue,P4,2025-08-15,22,Friday
2025-08-15 22:00:00,6,Other,P1,2025-08-15,22,Friday
2025-08-15 22:00:00,5,Entry Problem,P2,2025-08-15,22,Friday
2025-08-15 22:00:00,6,Payment Issue,P3,2025-08-15,22,Friday
2025-08-15 22:00:00,9,Information Request,P2,2025-08-15,22,Friday
2025-08-15 22:00:00,7,Lost Ticket,P3,2025-08-15,22,Friday
2025-08-15 22:00:00,9,Payment Issue,P4,2025-08-15,22,Friday
2025-08-15 22:00:00,3,Lost Ticket,P1,2025-08-15,22,Friday
2025-08-15 22:00:00,6,Entry Problem,P3,2025-08-15,22,Friday
2025-08-15 22:00:00,8,Other,P1,2025-08-15,22,Friday
2025-08-15 22:00:00,8,Payment Issue,P3,2025-08-15,22,Friday
2025-08-15 22:00:00,4,Information Request,P4,2025-08-15,22,Friday
2025-08-15 22:00:00,6,Payment Issue,P1,2025-08-15,22,Friday
2025-08-15 22:00:00,4,Entry Problem,P2,2025-08-15,22,Friday
2025-08-15 23:00:00,7,Payment Issue,P1,2025-08-15,23,Friday
2025-08-15 23:00:00,7,Information Request,P4,2025-08-15,23,Friday
2025-08-15 23:00:00,3,Payment Issue,P4,2025-08-15,23,Friday
2025-08-15 23:00:00,4,Information Request,P4,2025-08-15,23,Friday
2025-08-15 23:00:00,1,Other,P2,2025-08-15,23,Friday
2025-08-15 23:00:00,8,Payment Issue,P1,2025-08-15,23,Friday
2025-08-15 23:00:00,6,Entry Problem,P1,2025-08-15,23,Friday
2025-08-15 23:00:00,2,Lost Ticket,P2,2025-08-15,23,Friday
2025-08-15 23:00:00,4,Lost Ticket,P3,2025-08-15,23,Friday
2025-08-15 23:00:00,5,Other,P1,2025-08-15,23,Friday
2025-08-15 23:00:00,2,Payment Issue,P2,2025-08-15,23,Friday
2025-08-15 23:00:00,2,Lost Ticket,P4,2025-08-15,23,Friday
2025-08-15 23:00:00,2,Entry Problem,P2,2025-08-15,23,Friday
2025-08-15 23:00:00,7,Payment Issue,P1,2025-08-15,23,Friday
2025-08-15 23:00:00,2,Entry Problem,P3,2025-08-15,23,Friday
2025-08-16 00:00:00,5,Payment Issue,P1,2025-08-16,0,Saturday
2025-08-16 00:00:00,1,Other,P2,2025-08-16,0,Saturday
2025-08-16 00:00:00,8,Information Request,P3,2025-08-16,0,Saturday
2025-08-16 00:00:00,8,Other,P3,2025-08-16,0,Saturday
2025-08-16 00:00:00,2,Payment Issue,P5,2025-08-16,0,Saturday
2025-08-16 00:00:00,5,Entry Problem,P1,2025-08-16,0,Saturday
2025-08-16 00:00:00,3,Payment Issue,P1,2025-08-16,0,Saturday
2025-08-16 00:00:00,3,Lost Ticket,P4,2025-08-16,0,Saturday
2025-08-16 01:00:00,5,Technical Malfunction,P2,2025-08-16,1,Saturday
2025-08-16 01:00:00,2,Information Request,P2,2025-08-16,1,Saturday
2025-08-16 01:00:00,3,Information Request,P1,2025-08-16,1,Saturday
2025-08-16 01:00:00,5,Entry Problem,P2,2025-08-16,1,Saturday
2025-08-16 01:00:00,9,Information Request,P1,2025-08-16,1,Saturday
2025-08-16 01:00:00,2,Entry Problem,P4,2025-08-16,1,Saturday
2025-08-16 01:00:00,3,Exit Barrier,P3,2025-08-16,1,Saturday
2025-08-16 01:00:00,9,Other,P2,2025-08-16,1,Saturday
2025-08-16 01:00:00,8,Payment Issue,P1,2025-08-16,1,Saturday
2025-08-16 01:00:00,8,Lost Ticket,P2,2025-08-16,1,Saturday
2025-08-16 01:00:00,7,Payment Issue,P3,2025-08-16,1,Saturday
2025-08-16 01:00:00,1,Technical Malfunction,P3,2025-08-16,1,Saturday
2025-08-16 01:00:00,1,Other,P3,2025-08-16,1,Saturday
2025-08-16 01:00:00,1,Payment Issue,P4,2025-08-16,1,Saturday
2025-08-16 01:00:00,6,Information Request,P5,2025-08-16,1,Saturday
2025-08-16 02:00:00,2,Technical Malfunction,P2,2025-08-16,2,Saturday
2025-08-16 02:00:00,4,Entry Problem,P4,2025-08-16,2,Saturday
2025-08-16 02:00:00,7,Entry Problem,P1,2025-08-16,2,Saturday
2025-08-16 02:00:00,2,Technical Malfunction,P5,2025-08-16,2,Saturday
